District Code,District,Street,City,City,Zip,Address,Latitude,Longitude,Address_formatted,confidence,confidence_city_level,confidence_street_level
82971,Blanche Kelso Bruce Academy,3500 John R,Detroit,MI,48201,"3500 John R, Detroit, MI 48201",42.34783925,-83.05492662,"Detroit Behavioral Institute, 3500 John R Street, Detroit, MI 48201, United States of America",0.9,1,0.9
82971,Blanche Kelso Bruce Academy,9881 Mendota,Detroit,MI,48204,"9881 Mendota, Detroit, MI 48204",42.3680805,-83.16496916,"Detroit Advantage Academy, 9881 Mendota Avenue, Detroit, MI 48204, United States of America",0.9,1,0.9
82971,Blanche Kelso Bruce Academy,4151 Seminole,Detroit,MI,48826,"4151 Seminole, Detroit, MI 48826",42.371388,-83.006162,"4151 Seminole, Detroit, MI 48214, United States of America",1,1,1
82971,Blanche Kelso Bruce Academy,15255 Mayfield St,Detroit,MI,48205,"15255 Mayfield St, Detroit, MI 48205",42.42247935,-82.96435294,"15255 Mayfield Street, Detroit, MI 48205, United States of America",1,1,1
82971,Blanche Kelso Bruce Academy,1200 Alter Rd,Detroit,MI,48215,"1200 Alter Rd, Detroit, MI 48215",42.376378,-82.940403,"1200 Alter Road, Detroit, MI 48215, United States of America",1,1,1
82971,Blanche Kelso Bruce Academy,2629 Lenox St,Detroit,MI,48215,"2629 Lenox St, Detroit, MI 48215",42.37866593,-82.95689823,"2629 Lenox Street, Detroit, MI 48215, United States of America",1,1,1
82972,Metropolitan Transitional Academy,3414 Ash,Inkster,MI,48141,"3414 Ash, Inkster, MI 48141",42.2857894,-83.3172684,"3414 Ash Street, Inkster, MI 48141, United States of America",0.9,1,0.9
82973,Trillium Academy,15740 Racho Blvd,Taylor,MI,48180,"15740 Racho Blvd, Taylor, MI 48180",42.191339,-83.250243,"15740 Racho, Taylor, MI 48180, United States of America",0.9,1,0.9
82974,Detroit Merit Charter Academy,1091 Alter Rd,Detroit,MI,48215,"1091 Alter Rd, Detroit, MI 48215",42.37546491,-82.94004527,"1091 Alter Road, Detroit, MI 48215, United States of America",1,1,1
82975,Riverside Academy,6409 Schaefer Rd,Dearborn,MI,48126,"6409 Schaefer Rd, Dearborn, MI 48126",42.33698761,-83.1766492,"6409 Schaefer Road, Dearborn, MI 48126, United States of America",1,1,1
82975,Riverside Academy,7124 Miller Rd,Dearborn,MI,48126,"7124 Miller Rd, Dearborn, MI 48126",42.3435414,-83.16693121,"7124 Miller Road, Dearborn, MI 48126, United States of America",1,1,1
82975,Riverside Academy,7050 Pinehurst St,Dearborn,MI,48126,"7050 Pinehurst St, Dearborn, MI 48126",42.34304088,-83.16450993,"7050 Pinehurst Street, Dearborn, MI 48126, United States of America",1,1,1
82976,Keystone Academy,47925 Bemis Rd,Belleville,MI,48111,"47925 Bemis Rd, Belleville, MI 48111",42.1733409,-83.50642523,"Keystone Academy, 47925 Bemis Road, Belleville, MI 48111, United States of America",1,1,1
82977,Hamtramck Academy,11420 Conant St,Hamtramck,MI,48212,"11420 Conant St, Hamtramck, MI 48212",42.4034591,-83.05348792,"11420 Conant Street, Hamtramck, MI 48212, United States of America",1,1,1
82978,Life Skills Center of Metropolitan Detroit,3100 East Jefferson Ave,Detroit,MI,48207,"3100 East Jefferson Ave, Detroit, MI 48207",42.340283,-83.017684,"3100 East Jefferson Avenue, Detroit, MI 48207, United States of America",1,1,1
82979,Detroit Enterprise Academy,11224 Kercheval St,Detroit,MI,48214,"11224 Kercheval St, Detroit, MI 48214",42.3689149,-82.97315378,"11224 Kercheval Street, Detroit, MI 48214, United States of America",1,1,1
82980,"Business Entrepreneurship, Science, Tech. Academy",200 Highland St,Highland Park,MI,48203,"200 Highland St, Highland Park, MI 48203",42.395769,-83.098113,"200 Highland Street, Highland Park, MI 48203, United States of America",1,1,1
82981,American Montessori Academy,14800 Middlebelt Rd,Livonia,MI,48154,"14800 Middlebelt Rd, Livonia, MI 48154",42.39298892,-83.33411247,"14800 Middlebelt Road, Livonia, MI 48154, United States of America",1,1,1
82981,American Montessori Academy,30055 Joy Rd,Westland,MI,48185,"30055 Joy Rd, Westland, MI 48185",42.35446745,-83.33928369,"30055 Joy Road, Livonia, MI 48185, United States of America",1,1,1
82982,Universal Learning Academy,28015 Joy Rd,Westland,MI,48185,"28015 Joy Rd, Westland, MI 48185",42.35497458,-83.31852708,"28015 Joy Road, Westland, MI 48185, United States of America",1,1,1
82982,Universal Learning Academy,22579 Ann Arbor Trail,Dearborn Heights,MI,48127,"22579 Ann Arbor Trail, Dearborn Heights, MI 48127",42.3386713,-83.25933063,"22579 Ann Arbor Trail, Dearborn Heights, MI 48127, United States of America",1,1,1
82982,Universal Learning Academy,22579 Ann Arbor Trl,Dearborn Heights,MI,48127,"22579 Ann Arbor Trl, Dearborn Heights, MI 48127",42.3386713,-83.25933063,"22579 Ann Arbor Trail, Dearborn Heights, MI 48127, United States of America",1,1,1
82983,Bridge Academy,9600 Buffalo St,Hamtramck,MI,48212,"9600 Buffalo St, Hamtramck, MI 48212",42.399612,-83.046986,"9600 Buffalo Street, Hamtramck, MI 48212, United States of America",1,1,1
82983,Bridge Academy,3120 Carpenter St,Hamtramck,MI,48212,"3120 Carpenter St, Hamtramck, MI 48212",42.40713712,-83.06184253,"3120 Carpenter Street, Hamtramck, MI 48212, United States of America",1,1,1
82983,Bridge Academy,3105 Carpenter St,Detroit,MI,48212,"3105 Carpenter St, Detroit, MI 48212",42.40727222,-83.06197631,"3105 Carpenter Street, Detroit, MI 48212, United States of America",1,1,1
82984,Dr. Charles Drew Academy,50 West Josephine St,Ecorse,MI,48229,"50 West Josephine St, Ecorse, MI 48229",42.25109894,-83.14392129,"50 West Josephine Street, Ecorse, MI 48229, United States of America",1,1,1
82985,Detroit Premier Academy,7781 Asbury Park,Detroit,MI,48228,"7781 Asbury Park, Detroit, MI 48228",42.34901156,-83.20600204,"7781 Asbury Park, Detroit, MI 48228, United States of America",1,1,1
82986,Hanley International Academy,2400 Denton St,Hamtramck,MI,48212,"2400 Denton St, Hamtramck, MI 48212",42.38600095,-83.0535168,"2400 Denton Street, Hamtramck, MI 48212, United States of America",1,1,1
82987,Frontier International Academy,13200 Conant St,Detroit,MI,48212,"13200 Conant St, Detroit, MI 48212",42.41402069,-83.06034722,"13200 Conant Street, Detroit, MI 48212, United States of America",1,1,1
82987,Frontier International Academy,28111 Imperial Dr,Warren,MI,48093,"28111 Imperial Dr, Warren, MI 48093",42.50300022,-83.00068097,"28111 Imperial Drive, Warren, MI 48093, United States of America",1,1,1
82988,Discovery Arts and Technology PSA,27355 Woodsfield St,Inkster,MI,48141,"27355 Woodsfield St, Inkster, MI 48141",42.30740127,-83.30973833,"27355 Woodsfield, Inkster, MI 48141, United States of America",0.9,1,0.9
82989,Covenant House Academy Southwest,1450 25th Street,Detroit,MI,48216,"1450 25th Street, Detroit, MI 48216",42.32056276,-83.0858271,"1450 25th Street, Detroit, MI 48216, United States of America",1,1,1
82990,Covenant House Academy East,7600 Goethe St,Detroit,MI,48214,"7600 Goethe St, Detroit, MI 48214",42.363642,-83.008118,"7600 Goethe Street, Detroit, MI 48214, United States of America",1,1,1
82991,Covenant Schools Detroit,1450 25th St,Detroit,MI,48216,"1450 25th St, Detroit, MI 48216",42.32056276,-83.0858271,"1450 25th Street, Detroit, MI 48216, United States of America",1,1,1
82991,Covenant Schools Detroit,2959 Martin Luther King Jr Blvd,Detroit,MI,48208,"2959 Martin Luther King Jr Blvd, Detroit, MI 48208",42.33672353,-83.08954469,"2959 Martin Luther King Junior Boulevard, Detroit, MI 48208, United States of America",1,1,1
82991,Covenant Schools Detroit,9100 Gratiot Ave,Detroit,MI,48213,"9100 Gratiot Ave, Detroit, MI 48213",42.38846079,-83.00819281,"9100 Gratiot Avenue, Detroit, MI 48213, United States of America",1,1,1
82991,Covenant Schools Detroit,1961 Lincoln St,Highland Park,MI,48203,"1961 Lincoln St, Highland Park, MI 48203",42.39814288,-83.10616976,"1961 Lincoln Street, Highland Park, MI 48203, United States of America",1,1,1
82992,Northpointe Academy,53 Candler St,Highland Park,MI,48203,"53 Candler St, Highland Park, MI 48203",42.41473867,-83.100966,"53 Candler Street, Highland Park, MI 48203, United States of America",1,1,1
82994,David Ellis Academy West,19800 Beech Daly Rd,Redford,MI,48240,"19800 Beech Daly Rd, Redford, MI 48240",42.4349145,-83.29716947,"19800 Beech Daly Road, Redford Township, MI 48240, United States of America",1,1,1
82995,Taylor Exemplar Academy,26727 Goddard Rd,Taylor,MI,48180,"26727 Goddard Rd, Taylor, MI 48180",42.22522703,-83.29989218,"26727 Goddard Road, Taylor, MI 48180, United States of America",1,1,1
82996,Clara B. Ford Academy (SDA),20651 West Warren St,Dearborn Heights,MI,48127,"20651 West Warren St, Dearborn Heights, MI 48127",42.3402474,-83.2438701,"Clara B. Ford Academy, 20651 Whitlock Drive, Dearborn Heights, MI 48127, United States of America",1,1,1
82997,Flagship Charter Academy,13661 Wisconsin St,Detroit,MI,48238,"13661 Wisconsin St, Detroit, MI 48238",42.38740084,-83.15616176,"13661 Wisconsin Street, Detroit, MI 48238, United States of America",1,1,1
82998,ACE Academy (SDA),330 Glendale St,Highland Park,MI,48203,"330 Glendale St, Highland Park, MI 48203",42.404236,-83.096018,"Highland Park (Highland Park), MI, United States of America",0.25,1,
82998,ACE Academy (SDA),13330 E. Jefferson Avenue,Detroit,MI,48215,"13330 E. Jefferson Avenue, Detroit, MI 48215",42.37087162,-82.9491722,"13330 East Jefferson Avenue, Detroit, MI 48215, United States of America",1,1,1
82998,ACE Academy (SDA),15127 Woodward Ave,Highland Park,MI,48203,"15127 Woodward Ave, Highland Park, MI 48203",42.41097249,-83.10086944,"15127 Woodward Avenue, Highland Park, MI 48203, United States of America",1,1,1
82998,ACE Academy (SDA),3500 John R,Detroit,MI,48201,"3500 John R, Detroit, MI 48201",42.34783925,-83.05492662,"Detroit Behavioral Institute, 3500 John R Street, Detroit, MI 48201, United States of America",0.9,1,0.9
82998,ACE Academy (SDA),330 Glendale,Highland Park,MI,48203,"330 Glendale, Highland Park, MI 48203",42.397324,-83.105744,"330 Glendale Avenue, Detroit, MI 48203, United States of America",0.9,1,0.9
83900,Highpoint Virtual Academy of Michigan,210 E Mesick Ave,Mesick,MI,49668,"210 E Mesick Ave, Mesick, MI 49668",44.40558656,-85.71137355,"210 East Mesick Avenue, Mesick, MI 49668, United States of America",1,1,1
